,Fecha,Hora,Producto,Accion,Modulo,Usuario,Host
1066,09/05/2022,22:47:14,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00053
1067,09/05/2022,22:47:14,adskflex,IN,64801INVPROSA_F,upm,etsidi00053
1068,09/05/2022,22:53:06,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1069,09/05/2022,22:53:06,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1070,09/05/2022,22:54:14,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1071,09/05/2022,22:54:14,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1072,09/05/2022,22:55:34,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1073,09/05/2022,22:55:34,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1074,09/05/2022,22:55:56,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1075,09/05/2022,22:55:56,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1076,09/05/2022,22:57:06,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1077,09/05/2022,22:57:06,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1078,09/05/2022,22:57:35,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1079,09/05/2022,22:57:35,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1080,09/05/2022,22:57:45,adskflex,OUT,64801INVPROSA_F,upm,etsidi00046
1081,09/05/2022,22:57:45,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00046
1082,09/05/2022,22:57:56,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1083,09/05/2022,22:57:56,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1084,09/05/2022,22:58:06,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1085,09/05/2022,22:58:06,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1086,09/05/2022,22:58:24,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1087,09/05/2022,22:58:24,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1088,09/05/2022,22:58:46,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1089,09/05/2022,22:58:46,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1090,09/05/2022,22:59:03,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1091,09/05/2022,22:59:03,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1092,09/05/2022,22:59:41,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1093,09/05/2022,22:59:41,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1094,09/05/2022,22:59:56,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1095,09/05/2022,22:59:56,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1096,09/05/2022,23:00:09,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1097,09/05/2022,23:00:09,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1098,09/05/2022,23:00:24,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1099,09/05/2022,23:00:24,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1100,09/05/2022,23:09:23,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1101,09/05/2022,23:09:23,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1102,09/05/2022,23:10:59,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1103,09/05/2022,23:10:59,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1104,09/05/2022,23:27:02,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1105,09/05/2022,23:27:02,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1106,09/05/2022,23:34:35,adskflex,OUT,64300ACD_F,UPM,upm00385
1107,09/05/2022,23:34:35,adskflex,OUT,87545ACD_2022_0F,UPM,upm00385
1108,09/05/2022,23:39:17,adskflex,IN,64300ACD_F,UPM,upm00362
1109,09/05/2022,23:39:17,adskflex,IN,87545ACD_2022_0F,UPM,upm00362
1110,09/05/2022,23:39:58,adskflex,IN,64300ACD_F,UPM,upm00195
1111,09/05/2022,23:39:58,adskflex,IN,87545ACD_2022_0F,UPM,upm00195
1112,09/05/2022,23:50:59,adskflex,IN,64801INVPROSA_F,upm,etsidi00051
1113,09/05/2022,23:50:59,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00051
1114,09/05/2022,23:55:43,adskflex,IN,64801INVPROSA_F,UPM,upm00400
1115,09/05/2022,23:55:43,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00400
1116,09/05/2022,0:35:58,adskflex,OUT,64801INVPROSA_F,upm,etsidi00069
1117,09/05/2022,0:35:58,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00069
1118,09/05/2022,0:36:56,adskflex,IN,64801INVPROSA_F,upm,etsidi00045
1119,09/05/2022,0:36:56,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00045
1120,09/05/2022,0:41:26,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00069
1121,09/05/2022,0:41:26,adskflex,IN,64801INVPROSA_F,upm,etsidi00069
1122,09/05/2022,1:18:56,adskflex,IN,64300ACD_F,UPM,upm00162
1123,09/05/2022,1:18:56,adskflex,IN,87545ACD_2022_0F,UPM,upm00162
1124,09/05/2022,1:24:20,adskflex,IN,87545ACD_2022_0F,UPM,upm00385
1125,09/05/2022,1:24:20,adskflex,IN,64300ACD_F,UPM,upm00385
1126,09/05/2022,1:33:04,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00046
1127,09/05/2022,1:33:04,adskflex,IN,64801INVPROSA_F,upm,etsidi00046
1128,09/05/2022,1:38:20,adskflex,IN,64300ACD_F,UPM,upm00362
1129,09/05/2022,1:38:20,adskflex,IN,87545ACD_2022_0F,UPM,upm00362
1130,09/05/2022,1:41:09,adskflex,OUT,64801INVPROSA_F,upm,etsidi00055
1131,09/05/2022,1:41:09,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00055
1132,09/05/2022,2:21:16,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1133,09/05/2022,2:21:16,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1134,10/05/2022,3:42:19,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1135,10/05/2022,3:42:19,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1136,10/05/2022,5:14:27,adskflex,IN,64801INVPROSA_F,upm,etsidi00051
1137,10/05/2022,5:14:27,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00051
1138,10/05/2022,5:37:24,adskflex,IN,64801INVPROSA_F,upm,etsidi00055
1139,10/05/2022,5:37:24,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00055
1140,10/05/2022,8:40:19,adskflex,OUT,64300ACD_F,UPM,upm01452
1141,10/05/2022,8:40:19,adskflex,OUT,87545ACD_2022_0F,UPM,upm01452
1142,10/05/2022,8:46:38,adskflex,OUT,64900CIV3D_F,UPM,upm01482
1143,10/05/2022,8:46:38,adskflex,OUT,87556CIV3D_2022_0F,UPM,upm01482
1144,10/05/2022,8:48:01,adskflex,IN,87556CIV3D_2022_0F,UPM,upm01482
1145,10/05/2022,8:48:01,adskflex,IN,64900CIV3D_F,UPM,upm01482
1146,10/05/2022,8:48:18,adskflex,OUT,64300ACD_F,UPM,upm01482
1147,10/05/2022,8:48:18,adskflex,OUT,87545ACD_2022_0F,UPM,upm01482
1148,10/05/2022,8:58:35,adskflex,OUT,64801INVPROSA_F,UPM,upm01509
1149,10/05/2022,8:58:35,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm01509
1150,10/05/2022,9:28:43,adskflex,OUT,64801INVPROSA_F,UPM,upm01587
1151,10/05/2022,9:28:43,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm01587
1152,10/05/2022,9:35:37,adskflex,OUT,64801INVPROSA_F,UPM,upm01687
1153,10/05/2022,9:35:37,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm01687
1154,10/05/2022,9:55:21,adskflex,OUT,64300ACD_F,UPM,upm01482
1155,10/05/2022,9:55:21,adskflex,OUT,87545ACD_2022_0F,UPM,upm01482
1156,10/05/2022,10:17:05,adskflex,OUT,64801INVPROSA_F,upm,etsidi00075
1157,10/05/2022,10:17:05,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00075
1158,10/05/2022,10:24:43,adskflex,OUT,64900CIV3D_F,UPM,upm01795
1159,10/05/2022,10:24:43,adskflex,OUT,87556CIV3D_2022_0F,UPM,upm01795
1160,10/05/2022,10:24:44,adskflex,IN,87556CIV3D_2022_0F,UPM,upm01795
1161,10/05/2022,10:24:44,adskflex,IN,64900CIV3D_F,UPM,upm01795
1162,10/05/2022,10:25:13,adskflex,OUT,64300ACD_F,UPM,upm01795
1163,10/05/2022,10:25:13,adskflex,OUT,87545ACD_2022_0F,UPM,upm01795
1164,10/05/2022,10:40:45,adskflex,OUT,64300ACD_F,UPM,upm00016
1165,10/05/2022,10:40:45,adskflex,OUT,87545ACD_2022_0F,UPM,upm00016
1166,10/05/2022,10:51:28,adskflex,IN,64300ACD_F,UPM,upm01482
1167,10/05/2022,10:51:28,adskflex,IN,87545ACD_2022_0F,UPM,upm01482
1168,10/05/2022,11:03:45,adskflex,IN,64801INVPROSA_F,UPM,upm01509
1169,10/05/2022,11:03:45,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm01509
1170,10/05/2022,11:19:32,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1171,10/05/2022,11:19:32,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1172,10/05/2022,11:19:33,adskflex,OUT,64801INVPROSA_F,UPM,upm00116
1173,10/05/2022,11:19:33,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00116
1174,10/05/2022,11:24:06,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1175,10/05/2022,11:24:06,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1176,10/05/2022,11:24:55,adskflex,IN,87545ACD_2022_0F,UPM,upm01795
1177,10/05/2022,11:24:55,adskflex,IN,64300ACD_F,UPM,upm01795
1178,10/05/2022,11:25:14,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1179,10/05/2022,11:25:14,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1180,10/05/2022,11:25:29,adskflex,IN,64300ACD_F,UPM,upm01452
1181,10/05/2022,11:25:29,adskflex,IN,87545ACD_2022_0F,UPM,upm01452
1182,10/05/2022,11:26:39,adskflex,OUT,64300ACD_F,UPM,upm00134
1183,10/05/2022,11:26:39,adskflex,OUT,87545ACD_2022_0F,UPM,upm00134
1184,10/05/2022,11:28:33,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1185,10/05/2022,11:28:33,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1186,10/05/2022,11:28:44,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1187,10/05/2022,11:28:44,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1188,10/05/2022,11:32:02,adskflex,OUT,64801INVPROSA_F,ssii,DESKTOP-RBGK7FA
1189,10/05/2022,11:32:02,adskflex,OUT,87537INVPROSA_2022_0F,ssii,DESKTOP-RBGK7FA
1190,10/05/2022,11:32:25,adskflex,OUT,87577INHSMP_2022_0F,ssii,DESKTOP-RBGK7FA
1191,10/05/2022,11:33:17,adskflex,OUT,64801INVPROSA_F,UPM,upm00135
1192,10/05/2022,11:33:17,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00135
1193,10/05/2022,11:33:19,adskflex,IN,87577INHSMP_2022_0F,ssii,DESKTOP-RBGK7FA
1194,10/05/2022,11:33:19,adskflex,IN,87537INVPROSA_2022_0F,ssii,DESKTOP-RBGK7FA
1195,10/05/2022,11:33:19,adskflex,IN,64801INVPROSA_F,ssii,DESKTOP-RBGK7FA
1196,10/05/2022,11:33:42,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1197,10/05/2022,11:33:42,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1198,10/05/2022,11:33:52,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1199,10/05/2022,11:33:52,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1200,10/05/2022,11:34:32,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00075
1201,10/05/2022,11:34:32,adskflex,IN,64801INVPROSA_F,upm,etsidi00075
1202,10/05/2022,11:37:47,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1203,10/05/2022,11:37:47,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1204,10/05/2022,11:38:01,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1205,10/05/2022,11:38:01,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1206,10/05/2022,11:40:36,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1207,10/05/2022,11:40:36,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1208,10/05/2022,11:40:50,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1209,10/05/2022,11:40:50,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1210,10/05/2022,11:43:08,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1211,10/05/2022,11:43:08,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1212,10/05/2022,11:43:22,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1213,10/05/2022,11:43:22,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1214,10/05/2022,11:44:18,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1215,10/05/2022,11:44:18,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1216,10/05/2022,11:44:29,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1217,10/05/2022,11:44:29,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1218,10/05/2022,11:46:58,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1219,10/05/2022,11:46:58,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1220,10/05/2022,11:47:08,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1221,10/05/2022,11:47:08,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1222,10/05/2022,11:47:54,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1223,10/05/2022,11:47:54,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1224,10/05/2022,11:48:08,adskflex,OUT,64801INVPROSA_F,UPM,upm00120
1225,10/05/2022,11:48:08,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00120
1226,10/05/2022,12:00:11,adskflex,OUT,64801INVPROSA_F,UPM,upm00165
1227,10/05/2022,12:00:11,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00165
1228,10/05/2022,12:45:49,adskflex,IN,87545ACD_2022_0F,UPM,upm00134
1229,10/05/2022,12:45:49,adskflex,IN,64300ACD_F,UPM,upm00134
1230,10/05/2022,12:47:31,adskflex,IN,64300ACD_F,UPM,upm01482
1231,10/05/2022,12:47:31,adskflex,IN,87545ACD_2022_0F,UPM,upm01482
1232,10/05/2022,13:08:56,adskflex,IN,64300ACD_F,UPM,upm00016
1233,10/05/2022,13:08:56,adskflex,IN,87545ACD_2022_0F,UPM,upm00016
1234,10/05/2022,13:10:42,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00135
1235,10/05/2022,13:10:42,adskflex,IN,64801INVPROSA_F,UPM,upm00135
1236,10/05/2022,13:12:28,adskflex,OUT,64801INVPROSA_F,UPM,upm00135
1237,10/05/2022,13:12:28,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00135
1238,10/05/2022,13:25:25,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00135
1239,10/05/2022,13:25:25,adskflex,IN,64801INVPROSA_F,UPM,upm00135
1240,10/05/2022,13:28:54,adskflex,IN,64801INVPROSA_F,UPM,upm01587
1241,10/05/2022,13:28:54,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm01587
1242,10/05/2022,13:36:15,adskflex,OUT,64801INVPROSA_F,UPM,upm00043
1243,10/05/2022,13:36:15,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00043
1244,10/05/2022,13:54:04,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00043
1245,10/05/2022,13:54:04,adskflex,IN,64801INVPROSA_F,UPM,upm00043
1246,10/05/2022,14:03:33,adskflex,OUT,64801INVPROSA_F,upm,etsidi00034
1247,10/05/2022,14:03:33,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00034
1248,10/05/2022,14:05:21,adskflex,IN,64801INVPROSA_F,UPM,upm00165
1249,10/05/2022,14:05:21,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00165
1250,10/05/2022,14:07:11,adskflex,OUT,64300ACD_F,UPM,upm00065
1251,10/05/2022,14:07:11,adskflex,OUT,87545ACD_2022_0F,UPM,upm00065
1252,10/05/2022,14:15:19,adskflex,OUT,64300ACD_F,UPM,upm00069
1253,10/05/2022,14:15:19,adskflex,OUT,87545ACD_2022_0F,UPM,upm00069
1254,10/05/2022,14:22:38,adskflex,OUT,64300ACD_F,ssii,ADI1-07
1255,10/05/2022,14:22:38,adskflex,OUT,87545ACD_2022_0F,ssii,ADI1-07
1256,10/05/2022,14:22:56,adskflex,IN,87545ACD_2022_0F,ssii,ADI1-07
1257,10/05/2022,14:22:56,adskflex,IN,64300ACD_F,ssii,ADI1-07
1258,10/05/2022,14:23:35,adskflex,IN,87545ACD_2022_0F,UPM,upm00065
1259,10/05/2022,14:23:35,adskflex,IN,64300ACD_F,UPM,upm00065
1260,10/05/2022,14:26:21,adskflex,OUT,64801INVPROSA_F,upm,etsidi00035
1261,10/05/2022,14:26:21,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00035
1262,10/05/2022,14:28:47,adskflex,IN,64801INVPROSA_F,UPM,upm01687
1263,10/05/2022,14:28:47,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm01687
1264,10/05/2022,14:29:29,adskflex,OUT,64900CIV3D_F,UPM,upm00066
1265,10/05/2022,14:29:29,adskflex,OUT,87556CIV3D_2022_0F,UPM,upm00066
1266,10/05/2022,14:29:32,adskflex,IN,87556CIV3D_2022_0F,UPM,upm00066
1267,10/05/2022,14:29:32,adskflex,IN,64900CIV3D_F,UPM,upm00066
1268,10/05/2022,14:30:00,adskflex,OUT,64300ACD_F,UPM,upm00066
1269,10/05/2022,14:30:00,adskflex,OUT,87545ACD_2022_0F,UPM,upm00066
1270,10/05/2022,14:33:47,adskflex,OUT,64801INVPROSA_F,UPM,upm01587
1271,10/05/2022,14:33:47,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm01587
1272,10/05/2022,14:37:49,adskflex,IN,87545ACD_2022_0F,UPM,upm00066
1273,10/05/2022,14:37:49,adskflex,IN,64300ACD_F,UPM,upm00066
1274,10/05/2022,14:47:44,adskflex,IN,64801INVPROSA_F,UPM,upm00116
1275,10/05/2022,14:47:44,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00116
1276,10/05/2022,14:49:12,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00035
1277,10/05/2022,14:49:12,adskflex,IN,64801INVPROSA_F,upm,etsidi00035
1278,10/05/2022,15:06:05,adskflex,OUT,64801INVPROSA_F,upm,etsidi00035
1279,10/05/2022,15:06:05,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00035
1280,10/05/2022,15:20:30,adskflex,OUT,64801INVPROSA_F,upm,etsidi00038
1281,10/05/2022,15:20:30,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00038
1282,10/05/2022,15:30:05,adskflex,OUT,64300ACD_F,UPM,upm00150
1283,10/05/2022,15:30:05,adskflex,OUT,87545ACD_2022_0F,UPM,upm00150
1284,10/05/2022,15:30:41,adskflex,OUT,64801INVPROSA_F,upm,etsidi00040
1285,10/05/2022,15:30:41,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00040
1286,10/05/2022,15:33:30,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00040
1287,10/05/2022,15:33:30,adskflex,IN,64801INVPROSA_F,upm,etsidi00040
1288,10/05/2022,15:38:15,adskflex,OUT,64801INVPROSA_F,upm,etsidi00043
1289,10/05/2022,15:38:15,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00043
1290,10/05/2022,15:42:18,adskflex,IN,64801INVPROSA_F,UPM,upm00120
1291,10/05/2022,15:42:18,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00120
1292,10/05/2022,15:54:10,adskflex,OUT,64801INVPROSA_F,upm,etsidi00041
1293,10/05/2022,15:54:10,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00041
1294,10/05/2022,16:07:05,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00041
1295,10/05/2022,16:07:05,adskflex,IN,64801INVPROSA_F,upm,etsidi00041
1296,10/05/2022,16:13:47,adskflex,OUT,85950RVT_F,UPM,upm00198
1297,10/05/2022,16:13:47,adskflex,OUT,87561RVT_2022_0F,UPM,upm00198
1298,10/05/2022,16:18:29,adskflex,IN,64300ACD_F,UPM,upm00069
1299,10/05/2022,16:18:29,adskflex,IN,87545ACD_2022_0F,UPM,upm00069
1300,10/05/2022,16:18:44,adskflex,OUT,64300ACD_F,UPM,upm00245
1301,10/05/2022,16:18:44,adskflex,OUT,87545ACD_2022_0F,UPM,upm00245
1302,10/05/2022,16:21:45,adskflex,OUT,64801INVPROSA_F,upm,etsidi00011
1303,10/05/2022,16:21:45,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00011
1304,10/05/2022,16:31:43,adskflex,IN,64801INVPROSA_F,upm,etsidi00034
1305,10/05/2022,16:31:43,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00034
1306,10/05/2022,16:34:40,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00011
1307,10/05/2022,16:34:40,adskflex,IN,64801INVPROSA_F,upm,etsidi00011
1308,10/05/2022,16:34:56,adskflex,OUT,64801INVPROSA_F,upm,etsidi00013
1309,10/05/2022,16:34:56,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00013
1310,10/05/2022,16:34:57,adskflex,IN,64801INVPROSA_F,UPM,upm01587
1311,10/05/2022,16:34:57,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm01587
1312,10/05/2022,16:35:16,adskflex,OUT,64801INVPROSA_F,upm,etsidi00011
1313,10/05/2022,16:35:16,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00011
1314,10/05/2022,16:37:02,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00011
1315,10/05/2022,16:37:02,adskflex,IN,64801INVPROSA_F,upm,etsidi00011
1316,10/05/2022,16:41:36,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00035
1317,10/05/2022,16:41:36,adskflex,IN,64801INVPROSA_F,upm,etsidi00035
1318,10/05/2022,16:43:03,adskflex,OUT,64801INVPROSA_F,upm,etsidi00035
1319,10/05/2022,16:43:03,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00035
1320,10/05/2022,16:52:58,adskflex,OUT,64801INVPROSA_F,upm,etsidi00015
1321,10/05/2022,16:52:58,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00015
1322,10/05/2022,16:53:02,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00035
1323,10/05/2022,16:53:02,adskflex,IN,64801INVPROSA_F,upm,etsidi00035
1324,10/05/2022,16:53:13,adskflex,OUT,64801INVPROSA_F,upm,etsidi00035
1325,10/05/2022,16:53:13,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00035
1326,10/05/2022,16:54:43,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00035
1327,10/05/2022,16:54:43,adskflex,IN,64801INVPROSA_F,upm,etsidi00035
1328,10/05/2022,16:58:50,adskflex,OUT,64300ACD_F,UPM,upm00281
1329,10/05/2022,16:58:50,adskflex,OUT,87545ACD_2022_0F,UPM,upm00281
1330,10/05/2022,17:09:18,adskflex,OUT,64801INVPROSA_F,UPM,upm00288
1331,10/05/2022,17:09:18,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00288
1332,10/05/2022,17:11:46,adskflex,OUT,64801INVPROSA_F,UPM,upm00294
1333,10/05/2022,17:11:46,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00294
1334,10/05/2022,17:15:19,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00038
1335,10/05/2022,17:15:19,adskflex,IN,64801INVPROSA_F,upm,etsidi00038
1336,10/05/2022,17:15:30,adskflex,OUT,64801INVPROSA_F,upm,etsidi00038
1337,10/05/2022,17:15:30,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00038
1338,10/05/2022,17:17:27,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00038
1339,10/05/2022,17:17:27,adskflex,IN,64801INVPROSA_F,upm,etsidi00038
1340,10/05/2022,17:26:46,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00013
1341,10/05/2022,17:26:46,adskflex,IN,64801INVPROSA_F,upm,etsidi00013
1342,10/05/2022,17:34:57,adskflex,OUT,64801INVPROSA_F,upm,etsidi00022
1343,10/05/2022,17:34:57,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00022
1344,10/05/2022,17:35:30,adskflex,OUT,64801INVPROSA_F,upm,base-windows10
1345,10/05/2022,17:35:30,adskflex,OUT,87537INVPROSA_2022_0F,upm,base-windows10
1346,10/05/2022,17:35:58,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00022
1347,10/05/2022,17:35:58,adskflex,IN,64801INVPROSA_F,upm,etsidi00022
1348,10/05/2022,17:36:22,adskflex,OUT,64801INVPROSA_F,upm,etsidi00022
1349,10/05/2022,17:36:22,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00022
1350,10/05/2022,17:36:34,adskflex,OUT,87577INHSMP_2022_0F,upm,base-windows10
1351,10/05/2022,17:37:38,adskflex,IN,87577INHSMP_2022_0F,upm,base-windows10
1352,10/05/2022,17:37:38,adskflex,IN,87537INVPROSA_2022_0F,upm,base-windows10
1353,10/05/2022,17:37:38,adskflex,IN,64801INVPROSA_F,upm,base-windows10
1354,10/05/2022,17:39:18,adskflex,OUT,64801INVPROSA_F,upm,etsidi00013
1355,10/05/2022,17:39:18,adskflex,OUT,87537INVPROSA_2022_0F,upm,etsidi00013
1356,10/05/2022,17:39:51,adskflex,IN,87537INVPROSA_2022_0F,upm,etsidi00013
1357,10/05/2022,17:39:51,adskflex,IN,64801INVPROSA_F,upm,etsidi00013
1358,10/05/2022,17:41:30,adskflex,OUT,64801INVPROSA_F,upm,base-windows10
1359,10/05/2022,17:41:30,adskflex,OUT,87537INVPROSA_2022_0F,upm,base-windows10
1360,10/05/2022,17:41:40,adskflex,OUT,64801INVPROSA_F,UPM,upm00167
1361,10/05/2022,17:41:40,adskflex,OUT,87537INVPROSA_2022_0F,UPM,upm00167
1362,10/05/2022,17:41:49,adskflex,OUT,87577INHSMP_2022_0F,upm,base-windows10
1363,10/05/2022,17:42:48,adskflex,OUT,67600NAVMAN_F,UPM,upm00312
1364,10/05/2022,17:42:48,adskflex,OUT,87566NAVMAN_2022_0F,UPM,upm00312
1365,10/05/2022,17:42:48,adskflex,IN,87537INVPROSA_2022_0F,UPM,upm00167
